ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
HEXAB SS Equity;31/12/2008;3.9192;0.015250384;3.556;;;;3.6191;;736.2615;364.4814;300.5261;958.7822;173.619;301.4222;45.6172;2509.037;;83.8444;3.269;75.4051;;10063.2006;2.02;38.2871;20.9721;51.0494;71.703;;;;0.1264;;;51.0494;51.0494;38.2132;920.555;38.2871;210.7514;338.8358;0.1265;;1096.09;1090.8896;3.4861;40.0313;192.1476;1506.2831;33.221;6.1063;371.7801;;
HEXAB SS Equity;31/03/2009;4.865;0.016769568;3.8;;;;3.6832;193.0549;684.8416;286.746;297.2679;980.4626;173.4749;301.4222;6.4962;2467.351;;53.2502;2.1582;24.3166;;10620.7922;2.3883;13.6209;15.7054;21.2084;38.9431;7.7455;;;0.0449;;;21.2084;21.2084;39.7375;933.7085;13.6209;87.1949;277.7209;0.1127;;1115.418;1110.2027;3.9041;40.0007;152.5372;1353.7676;35.062;6.7618;398.0956;;
HEXAB SS Equity;30/06/2009;5.0528;0.008981212;4.2;;;;3.7226;184.5241;677.8512;277.2944;271.9351;957.9176;168.0768;301.5806;6.93;2440.4861;;73.5509;3.0138;64.7545;;18453.6265;2.4445;32.6556;7.4439;42.1183;59.281;14.8605;;;0.1082;;;42.1183;42.1183;39.2511;891.2967;32.6556;85.8402;284.623;0.1162;;1127.1956;1122.668;4.1768;39.5351;126.7629;1225.4066;60.919;7.6858;400.5568;;
HEXAB SS Equity;30/09/2009;5.3509;0.00569128;3.909;;;;3.8082;184.0533;628.6853;258.6165;264.1106;928.3115;166.5898;301.5806;8.045;2421.3409;;54.0583;2.2326;59.0764;;22104.5238;2.431;27.2808;5.1382;34.4853;50.7193;17.6;;;0.0901;;;34.4853;34.4853;38.3387;882.2982;27.2808;66.5182;252.5397;0.1065;;1153.1783;1148.4691;4.0979;38.671;111.2581;1153.4759;72.972;7.287;370.0688;;
HEXAB SS Equity;31/12/2009;4.5991;0.002170257;4.083;;;;4.0198;204.6639;645.1936;274.9654;253.2217;902.0229;165.1742;301.5806;11.4081;2479.1736;;86.0973;3.0402;100.6814;;28078.7195;2.3465;44.4467;4.3029;53.8192;73.9168;25.5;;;0.1474;;;53.8192;53.8192;36.384;827.3338;44.4467;58.8933;297.2131;0.121;;1217.2581;1212.2853;3.9729;36.8442;117.3343;1113.121;92.694;9.0033;370.2282;;
HEXAB SS Equity;31/03/2010;5.6784;0.000879036;4.308;;;;4.3348;130.1;681.5;290.8;274.2;919.8;171.3;301.5806;22.3;2599.8;;67.1;2.581;45.7;;27348.54;2.3435;38;4.9592;48.1;68.6;19.0556;;;0.114;;;48.1;48.1;35.3796;875;38;138.4;292.4;0.1125;;1313;1307.3;3.7312;36.2374;142.371;1126.6413;90.284;9.8554;390.7;;
HEXAB SS Equity;30/06/2010;4.7584;0.000547907;4.462;;;;4.7108;240.4;764.7;918.7;300;416.4;179.3;301.6035;584.6;2837.4;;87.8;3.0944;57;;27162.6761;0.8324;50.9;5.3143;63.2;85.7;23.1622;;;0.149;;;63.2;63.2;14.6754;913.2;50.9;93.7;350.8;0.1236;;1425.9;1420.8;3.5888;35.2788;160.6222;1192.8774;89.67;11.8042;-154;;
HEXAB SS Equity;30/09/2010;4.8938;0.00051224;4.333;;;;4.7062;238.3;758;1151.6;304.5;227;172.1;301.6035;742.9;2873.9;;96.4;3.3543;61.2;;38394.1639;0.6582;46;3.9295;58;81.3;18.0667;;;0.1315;;;58;58;7.8987;873.5;46;170.4;337;0.1173;;1424.9;1419.4;3.1334;33.7486;179.3569;1277.4813;126.748;12.4703;-393.6;;
HEXAB SS Equity;31/12/2010;3.608;0.000302857;4.6;;;;6.1511;492.2;1052.4;709.2;319.2;1810;274.1;352.1503;154.4;5006.6;;166.4;3.1858;80.9;;50482.819;1.4839;-45;1.5198;-17.7;68.5;2.3621;;;-0.15;;;-17.7;-17.7;36.1523;1798;-45;62.6;501.1;0.1001;;2172.3;2166.1;6.4597;39.2362;89.9;1481.3;144.2;14.7864;343.2;;
HEXAB SS Equity;31/03/2011;5.5943;0.000730763;4.667;;;;6.0314;411.8;1000.3;639.3;327;1700.7;260.4;352.4896;138.3;4786.6;;133.5;2.789;74.2;;52758.3969;1.5647;68.1;1.9039;100.4;125.7;8.6096;;;0.19;;;100.4;100.4;35.5304;1705.5;68.1;89.2;516.9;0.108;;2132.5;2126;5.0914;38.4198;120;1705.8;150.7;13.442;361;;
HEXAB SS Equity;30/06/2011;5.5572;0.000377948;4.643;;;;6.2884;444.8;1091;692.4;355.7;1706.9;259.5;352.4896;167.4;4992.2;;125.2;2.5079;54.4;;55157.3128;1.5757;75.8;2.3047;110.1;134.7;9.1014;;;0.22;;;110.1;110.1;34.1913;1749.1;75.8;80.2;539.4;0.108;;2223.6;2216.6;4.5692;37.5446;144.9;1894.4;155.8;12.3017;398.6;;
HEXAB SS Equity;30/09/2011;5.1188;0.0025113;4.533;;;;6.5758;454.2;1111;982.5;374.4;1501.5;217.1;352.4896;433.7;5198.1;;136.5;2.626;127;;31968.5837;1.1308;66.9;4.5702;98.9;124.9;8.5548;;;0.19;;;98.9;98.9;28.8856;1798.7;66.9;94.6;521.2;0.1003;;2324;2317.9;4.2644;37.229;165.8;2078.6;90.3;10.337;128.5;;
HEXAB SS Equity;30/12/2011;4.3128;0.003415378;4.214;;;;;;;;;;;;;;;;;;;36429.3163;;;7.2803;;;;;;;;;;;;;;;;;;;;;;;;102.9;;;;
HEXAB SS Equity;31/12/2011;;;;;;;7.1455;495.8;1125;1014.9;358.9;1407.5;229.3;352.4896;456.9;5343.7;;125;2.1109;113.3;;;1.1085;84.4;;121.9;148.6;9.9732;;;0.24;;;121.9;121.9;26.3394;1739.4;84.4;62.2;591.6;0.1107;;2525.8;2518.7;3.492;34.8897;295.2;2169.1;;9.4764;110.1;;
HEXAB SS Equity;30/03/2012;6.3794;0.001805758;4.5;;;;;;;;;;;;;;;;;;;45456.9895;;;5.9779;;;;;;;;;;;;;;;;;;;;;;;;128.4;;;;
HEXAB SS Equity;31/03/2012;;;;;;;7.1429;462.8;1089.4;736;370.3;1607.9;227.7;352.4896;185.9;5277.7;;109.4;2.0729;87.5;;;1.4802;76.5;;109.4;138.2;9.8014;;;0.22;;;109.4;109.4;30.4659;1684.4;76.5;87.3;565.8;0.1072;;2525.3;2517.8;3.2829;33.9883;303.6;2218;;10.2874;353.4;;
HEXAB SS Equity;29/06/2012;6.2441;0.001989322;4.5;;;;;;;;;;;;;;;;;;;41845.9202;;;6.7452;;;;;;;;;;;;;;;;;;;;;;;;118.2;;;;
HEXAB SS Equity;30/06/2012;;;;;;;7.5284;490;1154.7;791.7;384.7;1623.9;234.3;352.4896;203.8;5489.7;;110.6;2.0147;112.1;;;1.4585;90.5;;126.5;156.8;11.7015;;;0.26;;;126.5;126.5;29.5809;1717.1;90.5;97.9;607.1;0.1106;;2662.3;2653.7;3.215;33.2933;318.3;2285.7;;10.9729;363;;
HEXAB SS Equity;28/09/2012;6.677;0.00072723;3.929;;;;;;;;;;;;;;;;;;;49846.9168;;;5.7584;;;;;;;;;;;;;;;;;;;;;;;;140.8;;;;
HEXAB SS Equity;30/09/2012;;;;;;;7.6289;482;1132.6;780.1;392.9;1550;234.8;352.4896;202.4;5426.7;;118.8;2.1892;129.8;;;1.4519;83;;115.4;147;12.25;;;0.24;;;115.4;115.4;28.5625;1633.6;83;95.7;578.1;0.1065;;2695.9;2689.1;2.9672;32.2922;334.4;2342.6;;11.0221;352.5;;
HEXAB SS Equity;31/12/2012;5.5972;0.000191617;3.643;;;;7.8409;527.5;1135.9;807.7;376.8;1503.8;239;352.6748;187.6;5435.3;;130.8;2.2243;167.9;;57741.7055;1.4063;100.3;5.2813;135.8;165.9;15.8;;;0.28;;;135.8;135.8;27.6673;1560.6;100.3;92.6;629;0.1157;;2772.6;2765.3;2.7824;31.1188;350.3;2380;163.1;10.9044;328.2;;
HEXAB SS Equity;29/03/2013;7.2147;7.76E-05;3.143;;;;;;;;;;;;;;;;;;;62839.6856;;;4.8397;;;;;;;;;;;;;;;;;;;;;;;;177.5;;;;
HEXAB SS Equity;31/03/2013;;;;;;;8.1818;495.1;1196.5;795.8;399;1493.3;242.1;352.7811;185.5;5553.4;;136.4;2.4562;62.4;;;1.5035;89.7;;122;153.2;16.2979;;;0.25;;;122;122;26.8898;1542.4;89.7;115.2;586.3;0.1056;;2894.9;2886.4;2.6951;30.2301;363.5;2400.5;;12.2424;400.7;;
HEXAB SS Equity;28/06/2013;6.9472;2.96E-05;3.143;;;;;;;;;;;;;;;;;;;63408.0431;;;5.1182;;;;;;;;;;;;;;;;;;;;;;;;179.3;;;;
HEXAB SS Equity;30/06/2013;;;;;;;7.9403;493.3;1237;818.9;393.2;1530.2;241.9;352.7811;206.8;5537.8;;184;3.3226;144.4;;;1.5106;98.6;;132.3;165.9;19.069;;;0.28;;;132.3;132.3;27.6319;1553;98.6;118.8;635.1;0.1147;;2810.5;2801.2;2.7484;31.3662;371.6;2428.5;;12.732;418.1;;
HEXAB SS Equity;30/09/2013;7.236;1.21E-05;3.267;;;;7.9805;497.5;1179.8;909.6;388.3;1324.5;240.9;354.6749;286.4;5447.5;;163.9;3.0087;148.4;;68798.4145;1.2971;75.5;4.5699;103.8;138.7;16.3176;;;0.21;;;103.8;103.8;24.3139;1447;75.5;125.7;576.6;0.1058;;2836.4;2830.5;2.5828;29.5714;364.1;2427;193.8;11.7222;270.2;;
HEXAB SS Equity;31/12/2013;5.7138;9.74E-06;3.8;;;;7.9995;535.4;1193.3;1330.8;369.6;918.8;252.6;354.997;680.3;5473.6;;215.6;2.5011;151.6;;72170.8858;0.8967;104.1;4.4876;136.7;171.5;23.4932;;;0.29;;;136.7;136.7;16.786;1383.5;104.1;115.1;631.7;0.1154;;2846.3;2839.8;2.5411;29.2148;367.9;2429.7;203.3;9.5682;-137.5;;
HEXAB SS Equity;31/03/2014;6.9945;2.15E-05;3.929;;;;8.2343;497.5;1204.3;1429.3;384.5;880.2;258.7;355.2819;785.8;5646.1;-14.4;177.3;3.1402;101.4;87;78126.4878;0.8426;77.3;4.0566;106;154.9;18.8902;;;0.22;;;106;106;15.5895;1488.7;77.3;146;594.8;0.1053;;2932.5;2925.5;2.6403;29.5071;355.5;2438.2;219.9;10.6334;-225;;
HEXAB SS Equity;30/06/2014;6.6482;1.02E-05;4.154;;;;8.3316;359.5;1241.4;1498.6;393.5;906.5;284.1;355.8253;818.4;5793.7;-23.7;165.8;2.8617;128.9;105.2;76644.7799;0.8284;104.1;4.2938;139.6;178.2;22;;;0.29;;;139.6;139.6;15.6463;1559.1;104.1;154.9;635.6;0.1097;;2972.8;2964.6;2.6813;29.772;361;2438.7;215.4;10.1966;-257.2;;
HEXAB SS Equity;30/09/2014;6.5123;6.93E-06;4.214;;;;9.181;596.6;1353.8;1437;424.6;1448;307.7;356.0397;677.4;6644.1;-19.7;194;2.9199;139.2;119.5;81533.0991;0.9421;89.4;4.1791;122.2;178.8;20.5517;;;0.25;;;122.2;122.2;21.7938;1931.4;89.4;163;648.6;0.0976;;3278.9;3268.8;3.11;31.9893;374.9;2510.7;229;9.0964;-83.2;;
HEXAB SS Equity;31/12/2014;5.5613;1.41E-05;4.333;;;;9.678;654;1410.7;1246.1;403.9;1573.3;311.9;357.3892;457.6;6812;;233.3;2.5793;193.9;;86488.1915;1.1321;132;4.3967;174.3;223.1;25.9419;;;0.37;;;174.3;174.3;23.096;1797.6;132;134.5;743.4;0.1091;;3470.2;3458.8;2.7631;29.8136;402.8;2622.4;242;10.1874;164.6;;
HEXAB SS Equity;31/03/2015;7.5309;4.59E-06;4.059;;;;10.8594;666.8;1539.3;1044.3;453.7;1766.5;310.5;359.5317;204.9;7340.3;-7.9;247.8;3.3759;124.8;116.9;110232.431;1.474;82.8;3.4439;113.2;162;21.3158;;;0.23;;;113.2;113.2;24.0658;1723.6;82.8;172.6;705.1;0.0961;;3918.2;3904.3;2.6565;26.8572;408.3;2732.7;306.6;9.9766;495;;
HEXAB SS Equity;30/06/2015;7.5775;7.86E-06;4.056;;;;10.5711;426.3;1547;982;454.5;1936.3;301.4;359.9819;112.7;7305;-11.5;241.1;3.3005;146.3;134.8;108138.5545;1.5754;134.6;3.757;177.2;229.6;32.8;;;0.37;;;177.2;177.2;26.5065;1807.9;134.6;208;780.7;0.1069;;3820.3;3805.4;2.5822;28.0493;438.8;2877.8;300.4;10.0034;565;;
HEXAB SS Equity;30/09/2015;7.6204;6.56E-05;4.118;;;;10.7675;439.8;1503.6;973.8;448.1;1783.5;293.6;360.0544;104.7;7194.5;-11.1;221.5;3.0787;198.5;187.4;91921.876;1.5441;127.9;4.8845;167.8;219.1;35.918;;;0.36;;;167.8;167.8;24.7898;1666.7;127.9;209.7;742.3;0.1032;;3886.7;3876.9;2.2646;26.245;477.3;2971.5;255.3;8.6752;529.8;;
HEXAB SS Equity;31/12/2015;6.972;4.03E-05;4.056;;;;11.3569;458.3;1492.7;944.5;414.9;1782.8;287.9;360.3371;57.5;7432.1;-5.2;230.4;2.2295;253;247.8;113434.1278;1.5804;154.6;4.0586;197.8;264.9;45.6724;;0.3733;0.43;;;197.8;197.8;23.9878;1609.9;154.6;193;815.7;0.1098;;4102.3;4092.3;2.1018;24.7615;499.9;3043.8;314.8;9.3385;548.2;;
HEXAB SS Equity;31/03/2016;8.4166;7.30E-05;4.316;;;;11.2198;390.7;1481.9;1148.4;436.5;1525.1;284.5;360.4431;296.6;7378.1;-14.5;202.3;2.7419;167.9;153.4;113900.0341;1.2904;124.6;4.4087;160.6;215.4;41.4231;;0.3971;0.35;;;160.6;160.6;20.6706;1619.4;124.6;192;724.2;0.0982;;4054.9;4044.1;1.9609;24.6906;541.7;3062.9;316;8.5612;333.5;;
HEXAB SS Equity;30/06/2016;8.0783;0.000123804;3.944;;;;11.4071;442.1;1563.7;1183.7;450.2;1582.7;285.1;360.4431;276.3;7567.3;-11.4;191.5;2.5306;174.1;162.7;110259.5583;1.321;146.1;4.7578;187.1;243.9;;;0.4041;0.41;;;187.1;187.1;20.915;1667.5;146.1;204.9;795.8;0.1052;;4123.8;4111.6;1.9707;24.5662;553.2;3078;305.9;8.5466;380;;
HEXAB SS Equity;30/09/2016;8.5132;3.60E-05;3.833;;;;11.6729;450.1;1587.5;1187.6;443.9;1548.8;289.6;360.4431;276.2;7649.3;-11.9;204.8;2.6774;178.5;166.6;135022.0024;1.3367;139.5;4.0636;179.4;236.7;;;0.4003;0.39;;;179.4;179.4;20.2476;1620.2;139.5;233.1;779.7;0.1019;;4221;4207.4;1.8993;23.8584;564.8;3115.4;374.6;8.0612;399.9;;
HEXAB SS Equity;30/12/2016;6.9652;5.06E-05;4.167;;;;;;;;;;;;;;;;;;;117324.2439;;;4.7109;;;;;;;;;;;;;;;;;;;;;;;;325.5;;;;
HEXAB SS Equity;31/12/2016;;;;;;;12.6977;485.6;1672.4;1160.7;426.7;1476.2;294.8;360.4431;240.6;7914.1;-13.1;288.3;2.8291;261.6;248.5;;1.4409;163.1;;208.6;273.6;44.8525;;0.4259;0.45;;;208.6;208.6;18.6528;1428.5;163.1;171.8;849.5;0.1073;;4590.8;4576.8;1.7706;21.6929;573.3;3149.2;;7.5338;511.7;;
HEXAB SS Equity;31/03/2017;8.916;1.38E-05;4.471;;;;12.8447;401.9;1636;1002.1;462.4;1539.1;289.5;360.4431;41.7;7830.7;-9;282.7;3.6101;216.4;207.4;129759.5325;1.6326;96.4;4.0345;125.6;212.7;;;0.4967;0.27;;;125.6;125.6;19.6547;1298.1;96.4;257.2;779.2;0.0995;;4644.9;4629.8;1.6349;20.1872;545.1;3204.2;360;8.0583;633.9;;
HEXAB SS Equity;30/06/2017;7.94;6.15E-06;4.235;;;;12.0427;457.2;1710.7;1201.3;465.6;2321.2;286.9;360.4431;144.2;8594;-13.4;313.1;3.6432;205.2;191.8;144357.4799;1.424;153.6;3.7065;196.5;257.8;;;0.3303;0.43;;;196.5;196.5;27.0095;2152.3;153.6;238.7;863.2;0.1004;;4356.9;4340.7;2.5137;28.6875;552.6;3271.6;400.5;8.118;509.4;;
HEXAB SS Equity;29/09/2017;8.0106;1.21E-05;4.056;;;;;;;;;;;;;;;;;;;145510.8979;;;3.7717;;;;;;;;;;;;;;;;;;;;;;;;403.7;;;;
HEXAB SS Equity;30/09/2017;;;;;;;12.1437;477.9;1726.7;1343.5;458.2;2047;280.5;360.4431;326.1;8495.2;-10.7;325.7;3.8339;221.4;210.7;;1.2852;154.2;;197.5;270.2;;;0.3617;0.43;;;197.5;197.5;24.096;2047.4;154.2;214.6;850.8;0.1002;;4395;4377.1;2.3396;27.9346;567.3;3342.7;;8.3656;383.2;;
HEXAB SS Equity;29/12/2017;7.0862;3.62E-06;3.765;;;;;;;;;;;;;;;;;;;148106.087;;;4.4272;;;;;;;;;;;;;;;;;;;;;;;;410.9;;;;
HEXAB SS Equity;31/12/2017;;;;;;;12.7413;596.7;1799.8;1466.8;431.8;1900.8;281.2;360.4431;301.8;8613.4;-15.7;313.6;2.5437;264.2;248.5;;1.227;259.9;;240.1;303.7;;;0.3897;0.72;;;240.1;240.1;22.0679;1889;259.9;198.7;954.9;0.1109;;4604.4;4592.5;2.109;25.5718;664.1;3448.1;;7.4499;333;;
HEXAB SS Equity;30/03/2018;8.514;2.30E-06;3.895;;;;;;;;;;;;;;;;;;;178779.7984;;;4.1624;;;;;;;;;;;;;;;;;;;;;;;;496;;;;
HEXAB SS Equity;31/03/2018;;;;;;;12.9047;454.5;1792.7;1622.8;444.4;1715.7;279;360.4431;515.4;8575.1;-14.1;317.3;3.7002;177.6;163.5;;1.1047;156.2;;198.3;259.5;;;0.3651;0.43;;;198.3;198.3;20.0079;1913.8;156.2;251.9;834.7;0.0973;;4664.4;4651.4;2.0446;26.0184;723.9;3503.6;;7.6412;169.9;;
HEXAB SS Equity;29/06/2018;8.2008;9.54E-07;4.105;;18429.71;190;;;;;;;;;;;;;;;;180041.3494;;;4.3531;;;;;;;;;;;;;;;;;;;;;;;;499.5;;;;
HEXAB SS Equity;30/06/2018;;;;;;;13.4226;513.2;1939;1677.9;463.3;1871.5;298.3;360.4431;484.8;8966.1;-26.7;391.1;4.362;243.9;217.2;;1.1556;180.4;;228.2;293.2;;;0.3564;0.5;;;228.2;228.2;20.8731;1965.2;180.4;280.5;936.9;0.1045;;4853.1;4838.1;2.0915;26.2801;750.7;3577.3;;7.1821;261.1;;
HEXAB SS Equity;28/09/2018;7.9904;1.04E-06;3.722;;19374.957;180;;;;;;;;;;;;;;;;187790.877;;;4.2359;;;;;;;;;;;;;;;;;;;;;;;;521;;;;
HEXAB SS Equity;30/09/2018;;;;;;;14.0924;520.1;2075;1561.7;476.1;2211.3;372.7;361.1379;371.4;9571.3;-86.4;457.2;4.7768;162.1;75.7;;1.3287;177.6;;227.9;307.7;;;0.2729;0.49;;;227.9;227.9;23.1034;2125.5;177.6;302.8;946.1;0.0988;;5106.5;5089.3;2.2186;26.9838;774.1;3672.6;;7.9792;513.3;;
HEXAB SS Equity;31/12/2018;6.6617;1.67E-05;3.778;;15842.713;188;14.6182;693.9;2061.6;1831.2;463;1778.1;384.2;362.9247;541.8;9684.1;-27.6;395.6;2.9203;360.5;332.9;148073.2743;1.1258;215.8;5.0795;270.8;339;;;0.3402;0.6;;;270.8;270.8;18.361;1924.3;215.8;190.5;1043;0.1077;;5319.2;5305.3;1.9342;23.9558;730;3760.7;408;8.2018;230.4;;
HEXAB SS Equity;29/03/2019;7.4987;1.46E-05;3.889;;18291.751;208;;;;;;;;;;;;;;;;176018.4756;;;4.3825;;;;;;;;;;;;;;;;;;;;;;;;485;;;;
HEXAB SS Equity;31/03/2019;;;;;;;15.4992;500.9;2082.4;1585.6;431.7;2210.2;679.1;362.96;331.1;10187.4;-22.1;442.9;4.3475;196.5;174.4;;1.3133;164.9;;210.8;298.5;;;0.3149;0.45;;;210.8;210.8;21.6954;2098.4;164.9;298.8;916.5;0.09;;5641.6;5625.6;2.0521;24.9455;738.7;3842.5;;10.9692;496.8;;
HEXAB SS Equity;28/06/2019;7.5223;6.61E-06;3.889;;18712.108;229;;;;;;;;;;;;;;;;187123.9712;;;4.0151;;;;;;;;;;;;;;;;;;;;;;;;515.6;;;;
HEXAB SS Equity;30/06/2019;;;;;;;15.1692;528.5;2030.8;1658.7;436;2263.4;681.2;365.8524;355.5;10242.8;-34.6;403.5;3.9394;298.6;264;;1.2243;152.6;;194.8;285.8;;;0.3234;0.42;;;194.8;194.8;22.0975;2215.4;152.6;331.6;976;0.0953;;5566;5549.7;2.1275;25.5682;710.9;3881.6;;15.1221;372.1;;
HEXAB SS Equity;30/09/2019;7.5943;3.84E-05;3.556;;13611.148;188.667;16.1953;520;2035.9;1715.9;442;2028.3;696.2;365.8524;432.8;10397.6;-30.8;398.8;3.8355;274.4;243.6;173633.5642;1.1865;186.5;4.4729;235.8;326.3;;;0.4124;0.51;;;235.8;235.8;19.5074;2062.3;186.5;340.4;956.3;0.092;;5936.8;5925.1;1.9695;23.6699;719.8;3891.8;474.6;9.6763;320;;
HEXAB SS Equity;31/12/2019;7.7423;2.05E-05;3.353;;15793.505;185.2;16.4984;525.7;2118.4;1801.7;409.3;1999.6;708.5;367.5393;487.2;10600.6;-26.5;468.3;4.4177;334.1;307.6;192958.1335;1.1758;198.4;3.8239;250.8;343.7;;;0.3979;0.54;;;250.8;250.8;18.8631;2018.5;198.4;325.7;1058.9;0.0999;;6076.9;6063.8;1.9826;23.459;702.4;3907.7;525;11.1555;316.7;;
HLAG GR Equity;31/12/1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/03/2000;;0.001807371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/06/2000;;0.000957145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/09/2000;;0.00067268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/12/2000;;0.00026598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/03/2001;;0.000161425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/06/2001;;0.000260579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;28/09/2001;;0.001121003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/12/2001;;0.001120589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/03/2002;;0.000836271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;28/06/2002;;0.0075713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/09/2002;;0.006330548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/12/2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/03/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/06/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/09/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/12/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/06/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/09/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/12/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/03/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/06/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/09/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/12/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/03/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/06/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/09/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/12/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;30/03/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;29/06/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;28/09/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HLAG GR Equity;31/12/2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
